ID,Y
1, 3.0187
2, 2.7349
3, 3.0292
4, 3.6002
5, 3.5030
6, 2.4798
7, 2.4132
8, 1.9625
9, 2.1013
10, 2.1049
11, 3.4161
12, 3.0193
13, 3.6011
14, 3.0419
15, 3.7592
16, 1.0737
17, 2.6309
18, 0.3204
19, 3.4162
20, 1.2384
21, 2.8057
22, 1.7843
23, 2.8330
24, 2.4023
25, 3.2060
26, 3.6192
27, 3.5711
28, 3.1852
29, 2.4647
30, 1.4129
31, 1.5140
32, 1.8480
33, 3.0369
34, 3.0647
35, 3.4343
36, 3.5419
37, 3.8882
38, 2.2112
39, 2.0034
40, 0.5398
41, 2.2809
42, 1.7160
43, 3.0545
44, 3.0116
45, 3.1378
46, 3.4645
47, 4.2009
48, 3.2654
49, 2.0879
50, 0.8000
51, 1.6283
52, 1.4480
53, 3.3165
54, 3.0707
55, 3.1981
56, 3.2473
57, 4.2514
58, 2.4548
59, 2.5823
60, 0.4159
61, 2.5345
62, 1.1139
63, 3.1801
64, 2.5410
65, 3.2720
66, 2.6336
67, 3.9330
68, 2.6240
69, 3.7174
70, 0.7984
71, 3.2300
72, 0.6849
73, 3.6650
74, 0.7552
75, 3.2203
76, 0.7940
77, 2.8843
78, 0.9857
79, 2.2902
80, 2.6030
81, 2.6746
82, 3.9923
83, 3.5646
84, 4.4208
85, 1.9926
86, 3.2192
87, 1.3830
88, 2.9822
89, 1.0192
90, 3.1705
91, 1.9682
92, 3.0481
93, 1.9928
94, 3.4144
95, 2.2562
96, 3.9546
97, 2.1089
98, 3.9489
99, 0.5423
100, 3.9909
101, 0.1106
102, 3.5105
103, 0.2994
104, 3.1288
105, 0.0625
106, 3.0017
107, 1.4262
108, 3.0180
109, 2.8390
110, 2.6239
111, 3.3901
112, 3.5736
113, 3.8116
114, 2.3204
115, 2.8127
116, 1.6021
117, 2.3783
118, 1.2300
119, 3.3903
120, 2.4694
121, 3.3537
122, 2.6003
123, 3.9518
124, 1.3395
125, 3.9486
126, 0.2404
127, 3.8594
128, 0.5734
129, 2.7465
130, 0.7760
131, 2.9032
132, 1.1686
133, 2.9896
134, 3.2182
135, 3.0506
136, 3.6239
137, 3.9155
138, 3.4577
139, 1.9967
140, 1.4099
141, 1.4671
142, 2.0023
143, 2.9404
144, 3.1232
145, 3.2112
146, 3.4467
147, 3.9235
148, 2.8024
149, 2.1067
150, 0.9091
151, 1.8374
152, 1.7277
153, 3.3389
154, 3.1538
155, 3.2740
156, 3.3108
157, 4.0970
158, 2.2019
159, 2.1676
160, 0.4618
161, 2.5473
162, 1.4459
163, 3.0534
164, 2.8848
165, 3.1435
166, 3.0529
167, 4.2200
168, 3.1651
169, 2.7885
170, 0.7050
171, 2.1182
172, 0.9727
173, 3.4727
174, 2.7598
175, 3.3236
176, 2.6571
177, 3.9622
178, 1.7837
179, 3.7035
180, 0.4834
181, 3.5987
182, 0.8697
183, 3.1023
184, 0.7595
185, 3.0618
186, 0.7999
187, 2.8830
188, 2.5335
189, 2.7061
190, 3.2399
191, 3.5213
192, 3.9446
193, 2.7181
194, 3.2154
195, 1.5614
196, 2.0941
197, 1.0244
198, 3.3323
199, 2.3448
200, 3.2608
201, 2.8285
202, 3.6757
203, 1.6860
204, 3.9464
205, 1.0107
206, 3.7282
207, 0.5139
208, 3.4275
209, 0.9718
210, 2.9321
211, 0.2713
212, 3.0112
213, 1.7235
214, 2.7804
215, 3.1222
216, 2.7460
217, 3.6027
218, 3.4173
219, 4.0182
220, 1.9883
221, 2.7417
222, 1.3252
223, 2.8219
224, 1.1265
225, 3.3631
226, 2.2126
227, 3.2426
228, 2.0130
229, 3.6939
230, 1.5488
231, 4.1068
232, 0.9112
233, 3.9171
234, 0.4069
235, 3.2979
236, 0.1644
237, 2.8480
238,- 0.0399
239, 3.1208
240, 2.1021
241, 2.9622
242, 3.2209
243, 2.7412
244, 3.4340
245, 3.0032
246, 3.7458
247, 1.9915
248, 3.1503
249, 1.4350
250, 3.2552
251, 1.0895
252, 3.6008
253, 1.4489
254, 3.3601
255, 0.7756
256, 3.1468
257, 0.5020
258, 2.8875
259, 1.4450
260, 2.6074
261, 2.3961
262, 2.6069
263, 3.7738
264, 3.6165
265, 4.2373
266, 2.3415
267, 2.8777
268, 1.4701
269, 2.4034
270, 0.9099
271, 3.1410
272, 2.3337
273, 3.1189
274, 2.8817
275, 3.5960
276, 2.3835
277, 3.6583
278, 1.7198
279, 3.2176
280, 0.7153
281, 3.7994
282, 1.0055
283, 3.3752
284, 0.6390
285, 2.9719
286, 0.1554
287, 2.3623
288, 1.9068
289, 2.5963
290, 3.7353
291, 2.6936
292, 4.2570
293, 2.6031
294, 4.1672
295, 1.2176
296, 4.0706
297, 1.5538
298, 3.6674
299, 1.5647
300, 3.2203
301, 1.0347
302, 3.1232
303, 0.7951
304, 3.1582
305, 1.5432
306, 2.9562
307, 1.8785
308, 2.8980
309, 2.6582
310, 3.6152
311, 3.4445
312, 3.7329
313, 2.0257
314, 2.4579
315, 0.4820
316, 2.7350
317, 1.3374
318, 3.0899
319, 2.5085
320, 2.9774
321, 2.6954
322, 3.9660
323, 3.2496
324, 3.5646
325, 1.3082
326, 2.5827
327, 0.7592
328, 3.5367
329, 1.4731
330, 3.2671
331, 1.8972
332, 3.1099
333, 1.1562
334, 3.6486
335, 2.1230
336, 3.5780
337, 1.2241
338, 3.7196
339, 0.3280
340, 3.8308
341,- 0.0349
342, 3.0365
343,- 0.0277
344, 2.5107
345, 0.5092
346, 2.5669
347, 3.1037
348, 2.6805
349, 3.5497
350, 3.6494
351, 3.7848
352, 1.7699
353, 3.1406
354, 0.9350
355, 2.9330
356, 0.8772
357, 3.2297
358, 2.0402
359, 3.0508
360, 2.1207
361, 3.3594
362, 2.4836
363, 3.9509
364, 2.3791
365, 3.7491
366, 0.6907
367, 3.6288
368, 0.2076
369, 3.6223
370, 0.3817
371, 3.1699
372, 0.3517
373, 2.7585
374, 1.1102
375, 2.4888
376, 2.9732
377, 2.5746
378, 3.9313
379, 3.5761
380, 4.1536
381, 1.7432
382, 3.2237
383, 1.2033
384, 3.0964
385, 0.7752
386, 3.2270
387, 1.8752
388, 3.2009
389, 1.7937
390, 3.2235
391, 1.9108
392, 3.8037
393, 2.2477
394, 3.9194
395, 0.8103
396, 3.9426
397,- 0.0347
398, 3.7257
399,- 0.1618
400, 3.0091
401, 0.0721
402, 2.9504
403, 1.0564
404, 2.9521
405, 2.8804
406, 2.7338
407, 3.4175
408, 3.7351
409, 3.8061
410, 2.2909
411, 2.5350
412, 1.5162
413, 2.1563
414, 1.5026
415, 3.3130
416, 2.7246
417, 3.3617
418, 3.1391
419, 4.1576
420, 1.6555
421, 3.0469
422, 0.1360
423, 3.3160
424, 0.6123
425, 2.7193
426, 1.4234
427, 3.1391
428, 2.2442
429, 2.5340
430, 3.3656
431, 3.4849
432, 3.9125
433, 2.9437
434, 3.1829
435, 1.9525
436, 1.8481
437, 0.9971
438, 2.8685
439, 2.4942
440, 3.1684
441, 3.4319
442, 3.7025
443, 2.6542
444, 2.9954
445, 1.4401
446, 2.2318
447, 1.0609
448, 3.4723
449, 2.4057
450, 3.3145
451, 2.5234
452, 3.7917
453, 1.3101
454, 4.1372
455, 0.5824
456, 3.8692
457, 0.6168
458, 2.9061
459, 0.8396
460, 2.8100
461, 0.8894
462, 3.1081
463, 3.1285
464, 3.0473
465, 3.5530
466, 3.8860
467, 3.2052
468, 1.9856
469, 1.5568
470, 1.6419
471, 2.0517
472, 3.0742
473, 3.1925
474, 3.2719
475, 3.4703
476, 3.8145
477, 2.3388
478, 1.8243
479, 0.8264
480, 2.1772
481, 2.0371
482, 3.2476
483, 3.2220
484, 3.3151
485, 3.3189
486, 3.9132
487, 2.3624
488, 1.9186
489, 0.7276
490, 2.3367
491, 1.8585
492, 3.2516
493, 3.2144
494, 3.2446
495, 3.0693
496, 4.0332
497, 2.4863
498, 2.2939
499, 0.6561
500, 2.5478
501, 1.5112
502, 3.3518
503, 2.9621
504, 3.2263
505, 2.4819
506, 4.1895
507, 2.1969
508, 3.4520
509, 0.3748
510, 3.4839
511, 1.0855
512, 3.2482
513, 0.7728
514, 3.2707
515, 0.7403
516, 2.8313
517, 1.9561
518, 2.5497
519, 2.6717
520, 3.0703
521, 3.9365
522, 3.4458
523, 4.1255
524, 1.9130
525, 2.0530
526, 1.3120
527, 2.8479
528, 1.7128
529, 3.1646
530, 2.7936
531, 3.1362
532, 2.5290
533, 4.2453
534, 2.3065
535, 3.4550
536, 0.4813
537, 3.4928
538, 0.9311
539, 3.3904
540, 0.7512
541, 3.3519
542, 0.6170
543, 2.7600
544, 1.4318
545, 2.4754
546, 2.5931
547, 2.6601
548, 3.9741
549, 3.4876
550, 4.3526
551, 1.9106
552, 3.0665
553, 1.4926
554, 3.1480
555, 0.9624
556, 3.2330
557, 1.8765
558, 3.0868
559, 1.6134
560, 3.2892
561, 1.8728
562, 3.7511
563, 2.2050
564, 3.8560
565, 0.7839
566, 4.0161
567,- 0.1301
568, 3.7051
569,- 0.2224
570, 2.9252
571, 0.0259
572, 2.8772
573, 1.2691
574, 3.0202
575, 3.0038
576, 2.7707
577, 3.4259
578, 3.7532
579, 3.7324
580, 2.1574
581, 2.2585
582, 1.5523
583, 2.2042
584, 1.8923
585, 3.3222
586, 2.8965
587, 3.4492
588, 3.1980
589, 4.1275
590, 1.4921
591, 2.6416
592, 0.2489
593, 3.2513
594, 0.9183
595, 2.7562
596, 1.8622
597, 3.1000
598, 2.5407
599, 2.9926
600, 3.4768
601,999
602,999
603,999
604,999
605,999
606,999
607,999
608,999
609,999
610,999
611, 3.7053
612, 2.1092
613, 1.8984
614, 0.6625
615, 2.4852
616, 2.0170
617, 3.1270
618, 3.1441
619, 3.2663
620, 3.1749
621, 3.9628
622, 2.7576
623, 2.2189
624, 0.8359
625, 2.1997
626, 1.6056
627, 3.4007
628, 3.1765
629, 3.2635
630, 2.8487
631, 4.0996
632, 2.0119
633, 2.7456
634, 0.3784
635, 3.1443
636, 1.2146
637, 3.0228
638, 1.9032
639, 3.1439
640, 1.9393
641,999
642,999
643,999
644,999
645,999
646,999
647,999
648,999
649,999
650,999
651, 2.9352
652, 0.5931
653, 2.6333
654, 2.4715
655, 2.5656
656, 3.5025
657, 3.3159
658, 4.2625
659, 2.4503
660, 3.9476
661, 1.3543
662, 2.9737
663, 1.3120
664, 3.5012
665, 1.6515
666, 3.1788
667, 1.3368
668, 3.2443
669, 1.1892
670, 3.4381
671, 1.6647
672, 3.2917
673, 1.1429
674, 3.3917
675, 1.0487
676, 3.4010
677, 1.1949
678, 3.0622
679, 0.8201
680, 2.9028
681, 1.5904
682, 2.7671
683, 2.8284
684, 2.9920
685, 3.5841
686, 3.6711
687, 3.8427
688, 2.1596
689, 1.8535
690, 1.2899
691, 2.1625
692, 2.1242
693, 3.1940
694, 3.1063
695, 3.3367
696, 3.5008
697, 3.9348
698, 2.1622
699, 1.8380
700, 0.6934
701,999
702,999
703,999
704,999
705,999
706,999
707,999
708,999
709,999
710,999
711, 1.8540
712, 1.5887
713, 3.3510
714, 3.1594
715, 3.2146
716, 3.2059
717, 4.2033
718, 2.3635
719, 2.3625
720, 0.4384
721, 2.5676
722, 1.2909
723, 3.1438
724, 2.7526
725, 3.2125
726, 2.7485
727, 4.1374
728, 2.8172
729, 3.3500
730, 0.6209
731, 2.8569
732, 0.8277
733, 3.5806
734, 1.4354
735, 3.3399
736, 1.4255
737, 3.0382
738, 1.2300
739, 3.2081
740, 2.0990
741, 3.2911
742, 2.1985
743, 3.6279
744, 1.7467
745, 3.9267
746, 0.9474
747, 3.9736
748, 0.2464
749, 3.5072
750, 0.2459
751, 2.8003
752,- 0.1795
753, 2.8754
754, 1.7332
755, 2.9611
756, 3.3742
757, 2.6327
758, 3.7444
759, 3.2277
760,999
761,999
762,999
763,999
764,999
765,999
766,999
767,999
768,999
769,999
770, 3.1284
771, 1.1570
772, 3.2572
773, 1.9678
774, 3.0735
775, 1.8159
776, 3.4985
777, 2.1386
778, 3.8898
779, 1.7604
780, 3.9299
781, 0.4294
782, 4.0571
783,- 0.1198
784, 3.2922
785, 0.1241
786, 2.9743
787,- 0.1361
788, 2.9392
789, 2.1078
790, 3.0858
791, 3.1983
792, 2.7066
793, 3.4918
794, 2.9542
795, 3.6719
796, 1.8010
797, 3.2580
798, 1.5251
799, 3.4690
800, 1.0738
801, 3.6157
802, 1.2335
803, 3.3904
804, 0.4358
805, 3.0281
806, 0.3086
807, 2.6701
808, 1.5741
809, 2.4464
810, 3.1465
811,999
812,999
813,999
814,999
815,999
816,999
817,999
818,999
819,999
820,999
821, 1.5763
822, 3.2104
823, 1.2128
824, 2.9838
825, 1.7139
826, 3.2837
827, 2.6549
828, 3.4487
829, 2.2310
830, 3.7259
831, 1.4416
832, 3.6451
833, 0.3954
834, 3.8369
835, 0.6201
836, 2.9859
837, 0.2643
838, 2.7220
839, 0.5702
840, 2.5184
841, 3.0343
842, 2.6945
843, 4.0652
844, 3.6678
845, 4.1759
846, 1.6813
847, 3.1683
848, 1.3824
849, 3.0276
850, 0.9575
851, 3.1331
852, 2.0519
853, 3.1392
854, 2.1833
855, 3.4540
856, 2.2097
857, 3.9009
858, 1.8771
859, 3.9055
860, 0.5284
861, 3.9952
862, 0.2625
863, 3.3783
864, 0.2640
865, 3.0288
866,- 0.0608
867, 2.9171
868, 1.8383
869, 2.9987
870, 3.1765
871,999
872,999
873,999
874,999
875,999
876,999
877,999
878,999
879,999
880,999
881, 1.4771
882, 3.3021
883, 0.8601
884, 3.0839
885, 0.7751
886, 2.9877
887, 1.8620
888, 2.6703
889, 2.4318
890, 3.0799
891, 3.6103
892, 3.7320
893, 3.8747
894, 2.5211
895, 1.5601
896, 1.2981
897, 1.5835
898, 2.3710
899, 3.0088
900, 3.1338
901, 3.2589
902, 3.9916
903, 3.7424
904, 2.8198
905, 1.1360
906, 1.1851
907, 1.2730
908, 2.7982
909, 3.1380
910, 3.0757
911, 3.3665
912, 3.8661
913, 3.4634
914, 2.3930
915, 1.4030
916, 1.4525
917, 1.7218
918, 2.9217
919, 3.2149
920, 3.2240
921,999
922,999
923,999
924,999
925,999
926,999
927,999
928,999
929,999
930,999
931, 3.4921
932, 3.9318
933, 2.2406
934, 1.7582
935, 0.6608
936, 2.2604
937, 1.9483
938, 3.1281
939, 3.1772
940, 3.2054
941, 3.4222
942, 4.0592
943, 2.9443
944, 1.8894
945, 0.8383
946, 1.7966
947, 1.7890
948, 3.3366
949, 3.1992
950,999
951,999
952,999
953,999
954,999
955,999
956,999
957,999
958,999
959,999
960, 3.1774
961, 2.9456
962, 4.2312
963, 2.8366
964, 2.8450
965, 0.5706
966, 2.5213
967, 1.0205
968, 3.4804
969, 2.3978
970, 3.3433
971,999
972,999
973,999
974,999
975,999
976,999
977,999
978,999
979,999
980,999
981, 0.1375
982, 3.2346
983, 2.2110
984, 2.9603
985, 2.8407
986, 2.9251
987, 3.1051
988, 3.2836
989, 3.6014
990, 2.5465
991,999
992,999
993,999
994,999
995,999
996,999
997,999
998,999
999,999
1000,999
